"X","ï..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin"
671,670,1598,2,"8/12/2019","CMU",2019,6,"Confirmed",84,"NV","Sand",16,60,40,24,70,"percent_cover",0,0,0,5,35,0,0,40,"Point St. Ignace Wetland","Mackinac","J. Dybiec","D. Mokris",1,0,142,28,48,30,"Transect 1: No pics for submergent The plant is Riccia fluitans, not Riccia sp. DAA 02-27-2020, Transect 2: No pics for submergent; detritus in submergent was all dead Potamogeton , Transect 3: No pic at point 1088; north of emergent zone was large stand",139,3042.14741482,108.902748108,7.1029501,582.8150024,58.4421005,675019.172338599,5079404.59047603,0,0.4,0
672,671,1598,2,"8/12/2019","CMU",2019,10,"Confirmed",125,"V","Cly/Slt",2,68,32,1,1,"percent_cover",0,0,0,30,0,0,0,30,"Point St. Ignace Wetland","Mackinac","J. Dybiec","D. Mokris",1,0,142,28,48,30,"Transect 1: No pics for submergent The plant is Riccia fluitans, not Riccia sp. DAA 02-27-2020, Transect 2: No pics for submergent; detritus in submergent was all dead Potamogeton , Transect 3: No pic at point 1088; north of emergent zone was large stand",139,3058.54598162,3352.23876953,618.1820068,16732.5996094,2814.3798828,675271.543380094,5079193.78979758,0,0.3,0
692,691,1598,3,"8/12/2019","CMU",2019,5,"Confirmed",46,"NV","Sand",38,16,84,60,100,"percent_cover",5,0,0,0,0,0,0,0,"Point St. Ignace Wetland","Mackinac","J. Dybiec","D. Mokris",1,0,124,18,124,134,"Transect 1: No pics for submergent The plant is Riccia fluitans, not Riccia sp. DAA 02-27-2020, Transect 2: No pics for submergent; detritus in submergent was all dead Potamogeton , Transect 3: No pic at point 1088; north of emergent zone was large stand",139,3485.43619851,1789.82373047,348.368988,8379.5996094,1445.1899414,674686.933030494,5079105.56774866,0.05,0,1
693,692,1598,3,"8/12/2019","CMU",2019,7,"Confirmed",75,"V","Sand",8,85,15,0.5,60,"percent_cover",0,0,15,0,0,0,0,0,"Point St. Ignace Wetland","Mackinac","J. Dybiec","D. Mokris",1,0,124,18,124,134,"Transect 1: No pics for submergent The plant is Riccia fluitans, not Riccia sp. DAA 02-27-2020, Transect 2: No pics for submergent; detritus in submergent was all dead Potamogeton , Transect 3: No pic at point 1088; north of emergent zone was large stand",139,3473.11842186,1970.49707031,384.6069946,9226.5,1523.0799561,674727.560455294,5079086.80998124,0,0,0
716,715,1626,1,"8/26/2019","CMU",2019,4,"Confirmed",43,"V","Sand",12,35,65,4,100,"percent_cover",0,0,0,0,4,0,0,4,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,294,22,76,43,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5138.65029789,0,0,0,0,623299.277011869,4968217.2679375,0,0.04,0
717,716,1626,1,"8/26/2019","CMU",2019,5,"Confirmed",43,"V","Sand",13,10,90,2,100,"percent_cover",0,0,0,0,7,0,0,7,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,294,22,76,43,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5137.45870547,0,0,0,0,623296.626936155,4968219.43953173,0,0.07,0
718,717,1626,1,"8/26/2019","CMU",2019,6,"Confirmed",54,"V","Cly/Slt",6,10,90,8,100,"percent_cover",0,0,0,0,87,0,0,87,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,294,22,76,43,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5131.08118426,0,0,0,0,623283.7652392,4968230.63836358,0,0.87,0
719,718,1626,1,"8/26/2019","CMU",2019,7,"Confirmed",66,"V","Cly/Slt",5,32,68,10,100,"percent_cover",0,0,0,0,68,0,0,68,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,294,22,76,43,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5130.2250341,0,0,0,0,623272.050243923,4968235.6362047,0,0.68,0
720,719,1626,1,"8/26/2019","CMU",2019,8,"Confirmed",87,"V","Sand",18,25,75,2,100,"percent_cover",0,0,0,0,75,0,0,75,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,294,22,76,43,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5131.41229799,0,0,0,0,623262.366034223,4968237.78380681,0,0.75,0
721,720,1626,1,"8/26/2019","CMU",2019,9,"Confirmed",95,"V","Cly/Slt",18,91,9,5,100,"percent_cover",0,0,0,0,8,0,0,8,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,294,22,76,43,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5129.18163171,0,0,0,0,623251.73589143,4968243.91378172,0,0.08,0
722,721,1626,1,"8/26/2019","CMU",2019,10,"Confirmed",58,"V","Sand",13,50,50,4,100,"percent_cover",0,0,0,0,50,0,0,50,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,294,22,76,43,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5130.48889915,8244.55957031,584.177002,48942.8984375,3335.7299805,623240.063617822,4968246.68998448,0,0.5,0
730,729,1626,3,"8/26/2019","CMU",2019,6,"Confirmed",68,"V","Sand",7,92,8,37,100,"percent_cover",0,0,0,0,6,0,0,6,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,127,0,13,39,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5158.83796249,0,0,0,0,622864.291146068,4968367.16698506,0,0.06,0
731,730,1626,3,"8/26/2019","CMU",2019,7,"Confirmed",76,"V","Sand",4,85,15,21,100,"percent_cover",0,0,0,0,15,0,0,15,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,127,0,13,39,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5158.86858036,0,0,0,0,622867.082012847,4968365.88692028,0,0.15,0
732,731,1626,3,"8/26/2019","CMU",2019,8,"Confirmed",96,"V","Sand",8,75,25,10,100,"percent_cover",0,0,0,0,25,0,0,25,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,127,0,13,39,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5160.77945664,0,0,0,0,622868.557368187,4968363.13703329,0,0.25,0
733,732,1626,3,"8/26/2019","CMU",2019,10,"Confirmed",105,"V","Cly/Slt",7,77,23,4,100,"percent_cover",0,0,0,0,20,0,0,20,"Petobego Pond Wetland","Grand Traverse","A. Kneisel","B. Wheelock",1,0,127,0,13,39,"Transect 1: Did submergent in opening between dense typha (landward) and sparse stands of typha in open water, Transect 2: Narrow meadow, Transect 3: No wet meadow -- Typha to tree-line",98,5162.72624651,0,0,0,0,622872.106125335,4968359.4267215,0,0.2,0
835,834,1707,3,"6/24/2019","NRRI/UWS",2019,3,"Excellent",48,"NV","Sand",17,50,50,5,100,"percent_cover",0,10,0,0,0,0,0,0,"Deadmans Point Area Wetland #1","Menominee","R. Rutherford","J. Rutherford",1,0,115,5,20,0,"High water, lots of detritus.",175,4867.45683549,3473.91943359,569.8400269,15941.0996094,4261.5600586,474481.986351384,5033391.08177216,0,0,0
836,835,1707,3,"6/24/2019","NRRI/UWS",2019,4,"Excellent",30,"NV","Sand",5,80,20,1,100,"percent_cover",0,1,0,0,0,0,0,0,"Deadmans Point Area Wetland #1","Menominee","R. Rutherford","J. Rutherford",1,0,115,5,20,0,"High water, lots of detritus.",175,4872.19221973,3473.91943359,569.8400269,15941.0996094,4261.5600586,474492.545286189,5033391.81660337,0,0,0
837,836,1707,3,"6/24/2019","NRRI/UWS",2019,5,"Excellent",41,"NV","Sand",25,70,30,5,90,"percent_cover",0,5,0,0,0,0,0,0,"Deadmans Point Area Wetland #1","Menominee","R. Rutherford","J. Rutherford",1,0,115,5,20,0,"High water, lots of detritus.",175,4869.84790912,3473.91943359,569.8400269,15941.0996094,4261.5600586,474488.007505947,5033391.16843039,0,0,0
838,837,1707,3,"6/24/2019","NRRI/UWS",2019,6,"Excellent",51,"V","Sand",20,80,20,5,90,"percent_cover",0,20,0,0,0,0,0,0,"Deadmans Point Area Wetland #1","Menominee","R. Rutherford","J. Rutherford",1,0,115,5,20,0,"High water, lots of detritus.",175,4866.92402273,3473.91943359,569.8400269,15941.0996094,4261.5600586,474487.604377114,5033388.17042078,0,0,0
839,838,1707,3,"6/24/2019","NRRI/UWS",2019,7,"Excellent",58,"V","Sand",15,90,10,5,90,"percent_cover",0,10,0,0,0,0,0,0,"Deadmans Point Area Wetland #1","Menominee","R. Rutherford","J. Rutherford",1,0,115,5,20,0,"High water, lots of detritus.",175,4865.08640508,3473.91943359,569.8400269,15941.0996094,4261.5600586,474489.782002761,5033385.27303543,0,0,0
840,839,1707,3,"6/24/2019","NRRI/UWS",2019,8,"Excellent",60,"V","Sand",22,99,1,1,80,"percent_cover",0,1,0,0,0,0,0,0,"Deadmans Point Area Wetland #1","Menominee","R. Rutherford","J. Rutherford",1,0,115,5,20,0,"High water, lots of detritus.",175,4862.44579794,3473.91943359,569.8400269,15941.0996094,4261.5600586,474492.268337416,5033381.37451627,0,0,0
841,840,1707,3,"6/24/2019","NRRI/UWS",2019,9,"Excellent",57,"V","Sand",12,70,30,2,90,"percent_cover",0,30,0,0,0,0,0,0,"Deadmans Point Area Wetland #1","Menominee","R. Rutherford","J. Rutherford",1,0,115,5,20,0,"High water, lots of detritus.",175,4862.67869029,3473.91943359,569.8400269,15941.0996094,4261.5600586,474496.094291319,5033380.02581659,0,0,0
842,841,1707,3,"6/24/2019","NRRI/UWS",2019,10,"Excellent",58,"V","Sand",10,30,70,30,80,"percent_cover",0,70,0,0,0,0,0,0,"Deadmans Point Area Wetland #1","Menominee","R. Rutherford","J. Rutherford",1,0,115,5,20,0,"High water, lots of detritus.",175,4861.33971583,3473.91943359,569.8400269,15941.0996094,4261.5600586,474497.415427023,5033378.02069287,0,0,0
899,898,1783,3,"9/5/2019","CMU",2019,5,"Confirmed",41,"NV","Or/Sa",18,45,55,0,100,"percent_cover",0,0,1,0,0,0,0,0,"Biddle Point Area Wetland #3","Mackinac","J. Dybiec","B. Wheelock",1,0,180,85,37,30,"T1: Submergent terminates with rocky sediment. , T2: Short sandy uphill region between emergent zone and treeline, around 6-7m wide. No actual wet meadow, but isolated stems of Solidago and native Phragmites noted at the edge of the treeline, and pines a",94,5930.19111597,11764.2089844,2388.5200195,56596.6015625,17763.9003906,626185.140220391,5104644.56290189,0,0,0
929,928,1896,1,"7/8/2019","CMU",2019,6,"Confirmed",67,"NV","Cly/Slt",14,0,100,100,0,"percent_cover",100,0,0,0,0,0,0,0,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,77,0,217,92,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,969.363469671,0,0,0,0,792851.004129376,4628227.85212945,1,0,1
930,929,1896,1,"7/8/2019","CMU",2019,7,"Confirmed",110,"NV","Cly/Slt",7,55,45,100,2,"percent_cover",15,0,0,2,0,0,0,2,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,77,0,217,92,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,974.852644237,398.229949951,148.697998,2834.7800293,395.1019897,792885.326545947,4628239.93753749,0.15,0.02,1
931,930,1896,1,"7/8/2019","CMU",2019,8,"Confirmed",73,"NV","Cly/Slt",16,0,100,100,2,"percent_cover",45,0,0,35,0,0,0,35,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,77,0,217,92,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,975.159187877,398.229949951,148.697998,2834.7800293,395.1019897,792922.07042898,4628245.78201762,0.45,0.35,1
932,931,1896,1,"7/8/2019","CMU",2019,9,"Confirmed",77,"NV","Cly/Slt",2,0,100,100,15,"percent_cover",20,0,0,80,0,0,0,80,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,77,0,217,92,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,978.982984403,398.229949951,148.697998,2834.7800293,395.1019897,792956.73655852,4628253.54372268,0.2,0.8,1
933,932,1896,1,"7/8/2019","CMU",2019,10,"Confirmed",75,"NV","Cly/Slt",47,0,100,100,7,"percent_cover",0,0,0,85,0,0,0,85,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,77,0,217,92,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,974.145368488,398.229949951,148.697998,2834.7800293,395.1019897,792994.552077651,4628251.53485485,0,0.85,0
943,942,1896,2,"7/9/2019","CMU",2019,2,"Confirmed",40,"V","Cly/Slt",18,53,47,1,100,"percent_cover",0.5,20,0,0,0,0,0,0,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,86,26,386,19,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,136.472874462,0,0,0,0,793064.720035104,4627413.92246066,0.005,0,1
944,943,1896,2,"7/9/2019","CMU",2019,3,"Confirmed",31,"V","Cly/Slt",16,45,55,0.5,100,"percent_cover",0,0,0,0,0,7,0,7,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,86,26,386,19,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,139.950115057,0,0,0,0,793072.871511235,4627416.25895874,0,0.07,0
945,944,1896,2,"7/9/2019","CMU",2019,4,"Confirmed",29,"V","Cly/Slt",8,25,75,0.5,100,"percent_cover",0,0,0,0,0,25,0,25,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,86,26,386,19,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,144.891318146,0,0,0,0,793078.288804768,4627420.26309545,0,0.25,0
946,945,1896,2,"7/9/2019","CMU",2019,5,"Confirmed",30,"V","Cly/Slt",21,45,55,7,100,"percent_cover",0.5,0,0,0,0,17,0,17,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,86,26,386,19,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,146.053198335,0,0,0,0,793080.340632111,4627421.0146477,0.005,0.17,1
947,946,1896,2,"7/9/2019","CMU",2019,6,"Confirmed",82,"NV","Cly/Slt",6,0,100,20,80,"percent_cover",0,100,0,0,0,0,0,0,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,86,26,386,19,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,115.104770495,171.42350769,66.0267029,1230.0300293,96.4955978,793155.176889963,4627322.86033522,0,0,0
948,947,1896,2,"7/9/2019","CMU",2019,7,"Confirmed",58,"NV","Cly/Slt",19,0,100,15,70,"percent_cover",15,100,0,0,0,0,0,0,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,86,26,386,19,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,175.850050181,171.42350769,66.0267029,1230.0300293,96.4955978,793218.559438815,4627325.23800842,0.15,0,1
949,948,1896,2,"7/9/2019","CMU",2019,8,"Confirmed",34,"V","Cly/Slt",18,0,100,25,100,"percent_cover",30,3,0,82,15,0,0,97,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,86,26,386,19,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,237.846594303,171.42350769,66.0267029,1230.0300293,96.4955978,793281.356411044,4627329.7056798,0.3,0.97,1
950,949,1896,2,"7/9/2019","CMU",2019,9,"Confirmed",42,"V","Cly/Slt",20,5,95,0.5,100,"percent_cover",20,0,0,0,0,0,0,0,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,86,26,386,19,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,299.657718875,1320.4083252,510.8710022,8843.4804688,788.8330078,793343.889056465,4627332.49453169,0.2,0,1
951,950,1896,2,"7/9/2019","CMU",2019,10,"Confirmed",40,"V","Cly/Slt",15,0,100,12,15,"percent_cover",0,100,0,0,0,0,0,0,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,86,26,386,19,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,362.742893387,1320.4083252,510.8710022,8843.4804688,788.8330078,793404.30122622,4627352.4383317,0,0,0
953,952,1896,3,"7/8/2019","CMU",2019,8,"Confirmed",130,"NV","Cly/Slt",27,0,100,0.5,20,"percent_cover",0,0,0,17,0,0,0,17,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,79,0,52,92,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,860.354673892,442.546966553,164.4660034,3188.2299805,492.881012,793133.020376457,4628135.07851095,0,0.17,0
954,953,1896,3,"7/8/2019","CMU",2019,9,"Confirmed",120,"NV","Cly/Slt",10,20,80,0.5,80,"percent_cover",0,0,0,70,0,0,0,70,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,79,0,52,92,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,864.72221159,442.546966553,164.4660034,3188.2299805,492.881012,793138.108969554,4628138.95803177,0,0.7,0
955,954,1896,3,"7/8/2019","CMU",2019,10,"Confirmed",145,"NV","Cly/Slt",32,50,50,0.5,50,"percent_cover",0,0,0,35,0,0,0,35,"Halfway Creek Wetland","Monroe","J. Micheaux","M. Kendziorski",1,0,79,0,52,92,"Transect 1: No wet meadow, Transect 2: Wet meadow is not in line w/ rest of transect due to GPS issues. Sagittaria montevidensis, a shallow-water mud plant, was misidentified and changed to S. spp. DAA2-17-2020, Transect 3: No wet meadow",162,870.884523852,442.546966553,164.4660034,3188.2299805,492.881012,793143.20781843,4628144.61773736,0,0.35,0
1157,1156,1915,1,"7/10/2019","CMU",2019,6,"Confirmed",67,"NV","Cly/Slt",13,5,95,3,100,"percent_cover",0,95,0,0,0,0,0,0,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,169,0,230,206,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2359.3261597,0,0,0,0,811056.860604759,4655032.16760799,0,0,0
1158,1157,1915,1,"7/10/2019","CMU",2019,7,"Confirmed",75,"NV","Cly/Slt",10,13,87,5,100,"percent_cover",1,87,0,0,0,0,0,0,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,169,0,230,206,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2390.47798917,0,0,0,0,811047.196394727,4654989.46153682,0.01,0,1
1159,1158,1915,1,"7/10/2019","CMU",2019,8,"Confirmed",90,"NV","Cly/Slt",5,2,98,6,100,"percent_cover",93,50,0,0,0,0,0,0,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,169,0,230,206,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2416.7183689,0,0,0,0,811036.103866242,4654958.48718754,0.93,0,1
1160,1159,1915,1,"7/10/2019","CMU",2019,9,"Confirmed",105,"NV","Cly/Slt",30,5,95,1,95,"percent_cover",95,0,0,0,0,0,0,0,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,169,0,230,206,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2425.25562155,0,0,0,0,811045.973791677,4654928.43306574,0.95,0,1
1161,1160,1915,1,"7/10/2019","CMU",2019,10,"Confirmed",100,"NV","Cly/Slt",35,0,100,0.5,100,"percent_cover",100,0,0,0,0,0,0,0,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,169,0,230,206,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2432.86947356,0,0,0,0,811069.105912563,4654881.82591665,1,0,1
1162,1161,1915,2,"7/10/2019","CMU",2019,8,"Confirmed",99,"NV","Cly/Slt",5,13,87,0.5,100,"percent_cover",9,0,0,9,0,0,0,9,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,74,0,94,58,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2646.67642322,0,0,0,0,811006.759378453,4654611.37882762,0.09,0.09,1
1163,1162,1915,2,"7/10/2019","CMU",2019,9,"Confirmed",95,"NV","Cly/Slt",5,5,95,0.5,95,"percent_cover",20,0,0,7,0,0,0,7,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,74,0,94,58,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2625.95334429,0,0,0,0,811022.960860853,4654624.32936763,0.2,0.07,1
1164,1163,1915,2,"7/10/2019","CMU",2019,10,"Confirmed",101,"NV","Cly/Slt",9,5,95,1,95,"percent_cover",0,0,0,6,0,0,0,6,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,74,0,94,58,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2602.19317083,0,0,0,0,811050.601814916,4654628.21305195,0,0.06,0
1165,1164,1915,2,"7/10/2019","CMU",2019,11,"Confirmed",110,"V","Cly/Slt",6,0,100,0,75,"percent_cover",0,0,0,0.5,0,0,0,0.5,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,74,0,94,58,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2583.86644538,0,0,0,0,811072.759414844,4654630.29838285,0,0.005,0
1166,1165,1915,3,"7/10/2019","CMU",2019,6,"Confirmed",99,"V","Cly/Slt",3,2,98,5,100,"percent_cover",95,0,0,0,0,0,0,0,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,340,0,121,174,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2627.36899732,0,0,0,0,811339.021409715,4654299.17456638,0.95,0,1
1167,1166,1915,3,"7/10/2019","CMU",2019,7,"Confirmed",102,"NV","Cly/Slt",8,8,92,25,100,"percent_cover",45,0,0,0,0,0,0,0,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,340,0,121,174,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2617.71061649,0,0,0,0,811331.792027379,4654318.2176324,0.45,0,1
1168,1167,1915,3,"7/10/2019","CMU",2019,8,"Confirmed",104,"NV","Cly/Slt",6,75,25,40,100,"percent_cover",10,0,0,0,0,0,0,0,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,340,0,121,174,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2607.87471035,0,0,0,0,811325.235339112,4654337.06771793,0.1,0,1
1169,1168,1915,3,"7/10/2019","CMU",2019,9,"Confirmed",105,"NV","Cly/Slt",5,45,55,3,100,"percent_cover",25,0,0,17,0,0,0,17,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,340,0,121,174,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2598.63963915,0,0,0,0,811318.103517405,4654355.78127344,0.25,0.17,1
1170,1169,1915,3,"7/10/2019","CMU",2019,10,"Confirmed",94,"NV","Cly/Slt",6,45,55,10,100,"percent_cover",9,0,0,40,0,0,0,40,"Swan Creek Wetland","Monroe","A. Kneisel","A. Kneisel",1,0,340,0,121,174,"Transect 1: No WM; truncated transect after 200m of invasive phrag, Transect 2: No WM, Transect 3: No WM; E/S 526",61,2590.0928424,0,0,0,0,811308.066585523,4654376.37004285,0.09,0.4,1
